	SRR6924534	SRR6924535	SRR6924536	SRR6924547	SRR6924548	SRR6924549
gene:Bcin07g06990	8	18	6	5	5	5
gene:Bcin07g07000	177	142	117	107	57	44
gene:Bcin07g07010	0	0	1	0	0	2
gene:Bcin07g07020	3	3	2	220	612	295
gene:Bcin07g07030	19	23	11	13	14	8
gene:Bcin07g07040	3	3	1	1	0	3
gene:Bcin07g07050	2	3	3	3	5	3
gene:Bcin07g07060	3568	3787	3159	2112	2297	1590
gene:Bcin07g07070	2121	2516	1922	1249	1208	861
gene:Bcin07g07080	257	215	225	58	39	32
gene:Bcin07g07090	54	68	49	125	170	87
gene:Bcin07g07100	366	373	471	160	139	112
gene:Bcin07g07110	685	1100	269	319	246	208
gene:Bcin07g07120	985	1200	871	426	80	83
gene:Bcin07g07130	1094	1431	1020	459	120	113
gene:Bcin08g00010	3326	4371	5860	102	83	68
gene:Bcin08g00020	115	101	152	95	57	82
gene:Bcin08g00030	11	14	12	11	11	10
gene:Bcin08g00040	0	0	0	0	0	0
gene:Bcin08g00050	0	0	0	0	0	0
gene:Bcin08g00060	4922	5066	9928	183	209	155
gene:Bcin08g00070	4418	4563	6730	174	144	120
gene:Bcin08g00080	74	95	93	54	30	41
gene:Bcin08g00090	742	633	1166	1095	863	829
gene:Bcin08g00100	70	56	52	24	42	39
gene:Bcin08g00110	145	157	46	56	44	32
gene:Bcin08g00120	2	1	2	51	176	119
gene:Bcin08g00130	79	86	53	48	17	28
gene:Bcin08g00140	96	108	63	106	107	84
gene:Bcin08g00150	62	74	60	63	39	51
gene:Bcin08g00160	4733	4592	3554	3204	3689	2763
gene:Bcin08g00170	266	350	308	400	323	310
gene:Bcin08g00180	106	157	155	331	265	246
gene:Bcin08g00190	4	7	6	24	8	13
gene:Bcin08g00200	12	5	2	9	15	6
gene:Bcin08g00210	1233	1361	1131	3486	4719	1582
gene:Bcin08g00220	7	12	4	19	18	9
gene:Bcin08g00230	628	663	527	371	267	223
gene:Bcin08g00240	776	933	697	843	750	526
gene:Bcin08g00250	2	3	2	2	8	2
gene:Bcin08g00260	98	91	48	16	22	26
gene:Bcin08g00270	9673	8081	7002	281	1181	584
gene:Bcin08g00280	3920	11237	1163	828	1705	910
gene:EFBcG00000013254	0	0	0	0	0	0
gene:ENSRNA049535693	0	0	0	0	0	0
gene:EFBcG00000013198	0	0	0	0	0	0
gene:ENSRNA049535712	0	0	0	0	0	0
gene:EFBcG00000013260	0	0	0	1	0	0
gene:EFBcG00000013134	0	0	0	0	0	0
gene:Bcin08g00290	21	14	16	4	10	8
gene:Bcin08g00300	21	15	13	25	56	20
gene:Bcin08g00310	41	45	38	49	49	47
gene:Bcin08g00320	61	40	30	11	20	11
gene:Bcin08g00330	36	32	25	29	25	10
gene:Bcin08g00340	7	15	6	5	5	9
gene:Bcin08g00350	989	1202	735	952	875	645
gene:Bcin08g00360	4	8	8	18	12	6
gene:Bcin08g00370	2546	3149	2170	3146	2467	1868
gene:EFBcG00000013384	0	0	0	0	0	0
gene:ENSRNA049535760	0	0	0	0	0	0
gene:Bcin08g00380	14	15	14	20	13	10
gene:Bcin08g00390	84	74	77	71	52	63
gene:Bcin08g00400	20	22	0	437	142	104
gene:Bcin08g00410	12	20	5	27	23	20
gene:Bcin08g00420	43	52	38	39	36	35
gene:Bcin08g00430	0	0	0	1	0	2
gene:Bcin08g00440	2140	2267	1819	1508	1168	1046
gene:Bcin08g00450	2	3	0	3	2	3
gene:Bcin08g00460	425	543	373	765	542	494
gene:Bcin08g00470	5	1	0	3	2	2
gene:Bcin08g00480	24	33	16	46	18	14
gene:Bcin08g00490	448	538	391	235	186	192
gene:Bcin08g00500	6	8	8	20	8	7
gene:Bcin08g00510	2219	2692	2090	1504	1224	1017
gene:Bcin08g00520	1195	1295	1013	910	729	700
gene:Bcin08g00530	158	164	126	169	181	143
gene:Bcin08g00540	1890	2414	2014	1325	948	1003
gene:Bcin08g00550	1589	1649	1353	1206	1406	1114
gene:Bcin08g00560	159	178	140	200	168	161
gene:Bcin08g00570	18	25	15	22	8	16
gene:Bcin08g00580	1300	1620	1353	1089	959	828
gene:Bcin08g00590	1102	1127	1057	1163	822	858
gene:Bcin08g00600	1000	1138	973	866	789	661
gene:Bcin08g00610	926	1134	796	1366	1027	934
gene:Bcin08g00620	646	704	643	864	832	709
gene:Bcin08g00630	887	827	528	633	432	452
gene:Bcin08g00640	251	339	76	95	62	59
gene:Bcin08g00650	258	287	197	288	201	277
gene:Bcin08g00660	1594	1658	1353	1724	1248	1189
gene:Bcin08g00670	353	431	294	343	296	230
gene:Bcin08g00680	1723	2004	1250	1071	1236	963
gene:Bcin08g00690	100	124	91	141	105	80
gene:Bcin08g00700	1555	1462	1511	3475	3107	2024
gene:Bcin08g00710	492	527	375	474	484	295
gene:Bcin08g00720	459	876	386	1644	1459	695
gene:Bcin08g00730	200	217	159	213	225	170
gene:Bcin08g00740	16808	14207	14538	1074	594	800
gene:Bcin08g00750	0	0	0	0	0	0
gene:Bcin08g00760	17072	18120	15226	22063	17403	15731
gene:Bcin08g00770	130	169	120	117	79	115
gene:Bcin08g00780	276	347	278	366	271	289
gene:Bcin08g00790	755	917	775	1109	1158	967
gene:Bcin08g00800	298	362	259	368	264	291
gene:Bcin08g00810	678	733	606	475	359	359
gene:Bcin08g00820	1504	1795	1397	1641	1578	1232
gene:Bcin08g00830	814	869	794	576	579	415
gene:Bcin08g00840	10	11	13	8	5	4
gene:Bcin08g00850	397	426	424	408	895	370
gene:Bcin08g00860	598	546	586	761	661	360
gene:Bcin08g00870	120	112	83	233	212	150
gene:Bcin08g00880	300	377	245	209	118	126
gene:Bcin08g00890	6632	6729	7389	48	40	45
gene:Bcin08g00900	544	549	614	551	610	540
gene:Bcin08g00910	2762	2720	2548	2030	2343	2067
gene:Bcin08g00920	2057	2499	1868	1296	1364	1143
gene:Bcin08g00930	0	6	2	2	1	2
gene:Bcin08g00940	15500	15979	2756	103	73	66
gene:Bcin08g00950	2622	2778	1970	8	11	6
gene:Bcin08g00960	5	1	2	0	0	0
gene:Bcin08g00970	0	0	1	0	1	0
gene:Bcin08g00980	4	4	0	3	1	0
gene:Bcin08g00990	6	8	1	74	120	55
gene:Bcin08g01000	248	298	94	263	185	138
gene:Bcin08g01010	109	137	87	320	127	99
gene:Bcin08g01020	211	407	140	45	76	58
gene:Bcin08g01030	1033	1170	898	475	663	392
gene:Bcin08g01040	1463	1541	1327	1508	1826	1397
gene:Bcin08g01050	36	38	17	23	25	18
gene:Bcin08g01060	24	66	11	107	36	41
gene:Bcin08g01070	49	99	28	195	80	98
gene:Bcin08g01080	34	66	19	83	30	24
gene:Bcin08g01090	161	182	97	173	116	117
gene:Bcin08g01100	97	173	88	139	59	59
gene:Bcin08g01110	64060	71693	54891	50886	57203	44158
gene:Bcin08g01120	718	817	492	386	286	298
gene:Bcin08g01130	21	27	14	77	61	58
gene:Bcin08g01140	3	2	0	3	4	5
gene:Bcin08g01150	2058	2355	1896	1372	1050	927
gene:EFBcG00000013104	0	0	0	0	0	0
gene:ENSRNA049536070	0	0	0	0	0	0
gene:Bcin08g01160	1653	1597	1643	1194	2144	923
gene:Bcin08g01170	149	151	106	265	334	166
gene:Bcin08g01180	2	2	1	40	16	11
gene:Bcin08g01190	9	5	2	9	4	5
gene:Bcin08g01200	177	216	170	188	131	168
gene:Bcin08g01210	1	1	2	1	0	0
gene:Bcin08g01220	0	0	0	0	0	0
gene:Bcin08g01230	0	0	0	0	0	0
gene:Bcin08g01240	0	0	0	0	0	1
gene:Bcin08g01250	0	0	0	20	23	3
gene:Bcin08g01260	1	0	5	9	13	13
gene:Bcin08g01270	4033	4765	3099	6355	7698	5726
gene:Bcin08g01280	0	2	0	0	1	1
gene:Bcin08g01290	0	4	2	4	1	0
gene:Bcin08g01300	3	0	0	2	0	0
gene:Bcin08g01310	13	8	20	15	14	6
gene:Bcin08g01320	163	173	150	223	208	141
gene:Bcin08g01330	212	253	218	112	133	114
gene:Bcin08g01340	1554	1888	1269	2315	3355	1342
gene:Bcin08g01350	574	471	669	2112	5087	1303
gene:Bcin08g01360	2376	2866	2354	4630	4095	3983
gene:Bcin08g01370	446	596	445	437	388	301
gene:Bcin08g01380	5	9	6	6	2	1
gene:Bcin08g01390	1203	1380	781	825	626	481
gene:Bcin08g01400	162	159	107	157	147	92
gene:EFBcG00000013331	0	0	0	0	0	0
gene:ENSRNA049535774	0	0	0	0	0	0
gene:Bcin08g01410	642	692	640	1787	2427	1416
gene:Bcin08g01420	3006	3434	3045	2737	2486	2001
gene:Bcin08g01430	187	225	208	233	242	168
gene:Bcin08g01440	1169	1428	777	348	322	243
gene:Bcin08g01450	856	997	526	184	199	189
gene:Bcin08g01460	1961	2695	2254	3163	2020	1707
gene:Bcin08g01470	75	107	117	137	124	109
gene:Bcin08g01480	896	997	807	828	744	632
gene:Bcin08g01490	2396	2619	2349	2597	2110	1925
gene:Bcin08g01500	21	24	15	26	15	11
gene:Bcin08g01510	5265	5359	4392	6345	5044	4127
gene:Bcin08g01520	341	330	381	336	329	263
gene:Bcin08g01530	428	423	388	579	445	351
gene:Bcin08g01540	2915	3721	2387	5107	4777	4633
gene:Bcin08g01550	9554	14455	6610	10311	6321	6708
gene:Bcin08g01560	222	235	199	585	549	255
gene:Bcin08g01570	121	158	141	121	67	72
gene:Bcin08g01580	75	86	76	109	88	85
gene:Bcin08g01590	830	1024	837	953	899	613
gene:Bcin08g01600	1589	1673	1253	613	1167	756
gene:Bcin08g01610	91	89	38	52	90	57
gene:Bcin08g01620	41	38	18	20	50	37
gene:EFBcG00000013170	0	0	0	0	0	0
gene:ENSRNA049536046	0	0	0	0	0	0
gene:Bcin08g01630	2	2	0	3	0	0
gene:Bcin08g01640	129	173	78	242	227	94
gene:Bcin08g01650	435	457	409	349	410	247
gene:Bcin08g01660	363	352	395	766	1071	440
gene:Bcin08g01670	0	0	1	3	1	1
gene:Bcin08g01680	1	4	0	1	1	1
gene:Bcin08g01690	21	24	17	50	66	46
gene:Bcin08g01700	28	33	25	43	39	49
gene:Bcin08g01710	1508	1855	1419	1295	1265	929
gene:Bcin08g01720	1394	1836	1635	1282	1578	1017
gene:Bcin08g01730	2853	3033	2308	3428	3199	2248
gene:Bcin08g01740	1154	1295	1075	1304	1466	959
gene:Bcin08g01750	1	1	2	2	0	0
gene:Bcin08g01760	12	30	4	28	37	19
gene:Bcin08g01770	4	6	2	35	51	31
gene:Bcin08g01780	137	143	95	62	411	92
gene:Bcin08g01790	486	755	352	238	445	218
gene:Bcin08g01800	25	66	19	4	29	10
gene:Bcin08g01810	373	389	363	803	835	492
gene:Bcin08g01820	522	539	459	687	555	446
gene:Bcin08g01830	50	63	46	53	36	29
gene:Bcin08g01840	69	104	81	77	58	44
gene:Bcin08g01850	21	26	6	27	13	14
gene:Bcin08g01860	22	18	42	150	204	118
gene:Bcin08g01870	120	161	190	866	1757	902
gene:Bcin08g01880	50	43	37	494	554	386
gene:Bcin08g01890	0	1	1	32	33	13
gene:Bcin08g01900	33	27	31	14	39	32
gene:Bcin08g01910	40	62	42	99	78	59
gene:Bcin08g01920	177	204	159	421	370	216
gene:Bcin08g01930	2	5	0	13	6	11
gene:Bcin08g01940	143	135	132	66	155	63
gene:Bcin08g01950	103	99	101	46	94	52
gene:Bcin08g01960	11	13	24	47	12	8
gene:Bcin08g01970	0	0	0	3	0	0
gene:Bcin08g01980	161	192	237	91	79	59
gene:Bcin08g01990	93	104	96	83	72	65
gene:Bcin08g02000	48	68	117	33	31	30
gene:Bcin08g02010	310	387	337	476	601	394
gene:Bcin08g02020	610	712	535	667	660	485
gene:Bcin08g02030	24	24	12	79	73	45
gene:Bcin08g02040	21	25	16	40	24	20
gene:Bcin08g02050	96	96	103	74	118	90
gene:Bcin08g02060	316	372	347	1125	834	566
gene:Bcin08g02070	235	269	220	359	513	386
gene:Bcin08g02080	8785	10640	12115	48437	46974	38181
gene:Bcin08g02090	48	54	58	398	397	308
gene:Bcin08g02100	15	22	18	116	137	84
gene:EFBcG00000013220	0	0	0	0	0	0
gene:ENSRNA049535791	0	0	0	0	0	0
gene:Bcin08g02110	38328	45493	35167	354	196	222
gene:Bcin08g02120	1271	1497	1391	63	41	39
gene:Bcin08g02130	1583	2005	1410	3310	3563	2653
gene:Bcin08g02140	5335	7439	4777	8806	8301	6703
gene:Bcin08g02150	634	721	567	1968	3485	2322
gene:Bcin08g02160	317	258	228	1019	1302	999
gene:Bcin08g02170	2809	3218	2750	4948	7740	4310
gene:Bcin08g02180	0	0	0	2	1	0
gene:Bcin08g02190	3	5	1	13	17	10
gene:Bcin08g02200	1	0	0	1	6	2
gene:Bcin08g02210	78	89	79	205	201	159
gene:Bcin08g02220	174	231	159	219	170	120
gene:Bcin08g02230	1358	1785	1238	1017	890	767
gene:Bcin08g02240	309	392	325	373	287	199
gene:Bcin08g02250	8	7	9	12	10	2
gene:EFBcG00000013100	0	1	0	2	0	0
gene:Bcin08g02260	66	98	53	30	10	17
gene:Bcin08g02270	2353	2872	2112	655	382	431
gene:Bcin08g02280	125	143	89	60	55	63
gene:Bcin08g02290	3161	3405	2717	3660	3489	2734
gene:Bcin08g02300	55	68	40	39	54	37
gene:Bcin08g02310	949	1095	844	645	674	633
gene:Bcin08g02320	43	56	47	39	31	25
gene:Bcin08g02330	703	872	677	481	332	228
gene:Bcin08g02340	3	6	6	12	13	3
gene:Bcin08g02350	68	70	59	77	44	40
gene:Bcin08g02360	796	876	724	585	505	476
gene:Bcin08g02370	310	354	260	351	392	284
gene:Bcin08g02380	4237	5541	4305	6640	5157	4519
gene:Bcin08g02390	10597	15090	6370	1583	2152	1693
gene:Bcin08g02400	146	181	104	39	32	23
gene:Bcin08g02410	13	11	22	11	5	8
gene:Bcin08g02420	378	473	353	331	277	269
gene:Bcin08g02430	967	1356	901	1372	1323	1235
gene:Bcin08g02440	58	64	61	156	197	97
gene:Bcin08g02450	158	168	155	339	370	254
gene:Bcin08g02460	2	0	0	0	1	4
gene:Bcin08g02470	1	1	1	3	2	2
gene:Bcin08g02480	5	4	1	5	4	2
gene:Bcin08g02490	18138	18820	16582	30288	26015	22091
gene:Bcin08g02500	1147	1218	1045	901	783	647
gene:Bcin08g02510	332	359	348	309	253	217
gene:Bcin08g02520	988	1154	903	1086	980	728
gene:Bcin08g02530	1089	1379	1033	928	1024	755
gene:Bcin08g02540	144	160	155	163	87	96
gene:Bcin08g02550	1	5	4	11	5	1
gene:Bcin08g02560	0	4	1	0	0	2
gene:Bcin08g02570	8	10	5	9	3	0
gene:Bcin08g02580	1817	2158	1004	910	1081	724
gene:Bcin08g02590	362	361	358	286	309	230
gene:Bcin08g02600	521	550	457	648	455	346
gene:Bcin08g02610	599	690	500	656	512	452
gene:Bcin08g02620	6822	7220	7104	5173	3907	3699
gene:Bcin08g02630	287	241	288	124	104	99
gene:Bcin08g02640	1	4	1	0	2	2
gene:Bcin08g02650	7	4	1	0	1	0
gene:Bcin08g02660	121	312	93	126	134	139
gene:Bcin08g02670	1198	1335	1168	942	792	650
gene:Bcin08g02680	3339	4526	3069	2876	5043	3672
gene:Bcin08g02690	14	12	13	43	39	30
gene:Bcin08g02700	50	78	57	57	67	59
gene:Bcin08g02710	31	26	15	49	31	29
gene:Bcin08g02720	246	265	243	387	274	288
gene:Bcin08g02730	753	1172	666	1661	1641	1570
gene:Bcin08g02740	478	510	506	595	432	362
gene:Bcin08g02750	2125	2144	1877	2105	1764	1585
gene:Bcin08g02760	987	1188	931	1841	1677	1278
gene:Bcin08g02770	4159	4852	3967	4763	5334	4475
gene:Bcin08g02780	551	649	490	529	554	407
gene:Bcin08g02790	260	324	246	218	145	166
gene:Bcin08g02800	1019	1172	941	860	635	634
gene:Bcin08g02810	387	406	498	514	402	319
gene:Bcin08g02820	139	127	172	101	108	101
gene:Bcin08g02830	1576	1759	1605	2200	1872	1724
gene:Bcin08g02840	4239	5055	4449	4406	2902	2753
gene:Bcin08g02850	576	637	449	408	533	271
gene:Bcin08g02860	484	562	510	747	505	453
gene:Bcin08g02870	518	548	322	1658	1688	1075
gene:Bcin08g02880	1280	1716	1063	1441	1124	828
gene:Bcin08g02890	128	189	114	103	76	77
gene:Bcin08g02900	984	1285	857	823	743	606
gene:Bcin08g02910	280	342	272	359	312	203
gene:EFBcG00000013329	0	0	0	0	0	0
gene:ENSRNA049536021	0	0	0	0	0	0
gene:Bcin08g02920	331	314	251	553	551	286
gene:Bcin08g02930	635	744	569	831	804	532
gene:Bcin08g02940	842	1006	659	1297	1285	768
gene:Bcin08g02950	4516	4908	3960	4360	4366	3463
gene:Bcin08g02960	1507	1559	1538	3660	4215	2289
gene:Bcin08g02970	2674	2719	1549	1755	914	864
gene:EFBcG00000013250	0	0	0	0	0	0
gene:ENSRNA049536002	0	0	0	0	0	0
gene:Bcin08g02980	1352	1557	1186	1369	1108	992
gene:Bcin08g02990	11269	12930	10174	17738	15745	11112
gene:Bcin08g03000	13	21	26	50	37	15
gene:Bcin08g03010	38	54	44	56	30	29
gene:Bcin08g03020	1198	1408	1107	1040	1000	855
gene:Bcin08g03030	2038	2293	2179	1377	1116	878
gene:Bcin08g03040	137	127	109	230	136	123
gene:Bcin08g03050	2301	2786	1908	2108	1885	1489
gene:Bcin08g03060	517	602	421	460	285	320
gene:Bcin08g03070	1075	1210	1007	1337	939	801
gene:Bcin08g03080	197	180	228	4699	3011	2306
gene:EFBcG00000013098	0	0	0	0	0	0
gene:ENSRNA049535824	0	0	0	0	0	0
gene:EFBcG00000013183	0	0	0	0	0	0
gene:ENSRNA049535981	0	0	0	0	0	0
gene:EFBcG00000013089	0	0	0	0	0	0
gene:ENSRNA049535843	0	0	0	0	0	0
gene:Bcin08g03090	837	821	704	1047	865	718
gene:Bcin08g03100	92	118	60	102	113	72
gene:Bcin08g03110	4690	5373	5643	8198	16581	12485
gene:Bcin08g03120	1399	1503	1143	1104	917	806
gene:Bcin08g03130	9	6	2	4	0	4
gene:Bcin08g03140	338	419	364	464	297	285
gene:Bcin08g03150	5439	7938	4073	1236	976	919
gene:Bcin08g03160	1107	1186	1016	1744	1317	1264
gene:Bcin08g03170	4609	5022	3594	2081	1205	1257
gene:Bcin08g03180	626	875	626	486	467	417
gene:Bcin08g03190	190	271	196	325	203	203
gene:Bcin08g03200	980	1059	915	989	745	705
gene:Bcin08g03210	1352	1396	1107	1439	948	1040
gene:Bcin08g03220	224	243	133	244	323	243
gene:Bcin08g03230	16	14	8	20	12	5
gene:Bcin08g03240	2	3	3	6	5	2
gene:Bcin08g03250	62	65	49	39	19	33
gene:Bcin08g03260	885	899	786	876	701	615
gene:Bcin08g03270	3232	3855	2639	2530	2156	1884
gene:Bcin08g03280	182	166	180	213	180	184
gene:Bcin08g03290	257	269	287	240	216	201
gene:Bcin08g03300	720	867	704	618	593	384
gene:EFBcG00000013217	5	2	3	5	3	3
gene:Bcin08g03310	289	268	253	107	189	140
gene:EFBcG00000013349	1	0	1	0	0	0
gene:Bcin08g03320	11053	12497	12020	18110	22588	16161
gene:Bcin08g03330	445	494	430	422	517	417
gene:Bcin08g03340	2	2	5	7	5	1
gene:Bcin08g03350	8	5	4	9	18	12
gene:Bcin08g03360	1294	1586	1208	1077	792	678
gene:Bcin08g03370	1780	2140	1409	1366	1034	947
gene:Bcin08g03380	374	409	291	400	315	270
gene:Bcin08g03390	81	90	69	282	178	123
gene:Bcin08g03400	1	1	2	2	0	0
gene:EFBcG00000013316	0	0	0	0	0	0
gene:ENSRNA049513562	0	0	0	0	0	0
gene:Bcin08g03410	81	177	42	1105	1524	1118
gene:Bcin08g03420	928	876	728	727	501	477
gene:Bcin08g03430	99	106	76	141	102	95
gene:Bcin08g03440	335	393	248	388	406	258
gene:Bcin08g03450	121	153	92	94	83	74
gene:Bcin08g03460	80	95	111	154	45	50
gene:Bcin08g03470	2357	3041	2286	2024	1600	1441
gene:Bcin08g03480	51	48	42	26	66	60
gene:EFBcG00000013116	0	0	0	0	0	0
gene:ENSRNA049535958	0	0	0	0	0	0
gene:Bcin08g03490	1125	988	691	1713	1487	1198
gene:Bcin08g03500	269	368	303	188	156	146
gene:Bcin08g03510	213	242	221	156	91	96
gene:Bcin08g03520	1447	1661	1315	1104	1302	993
gene:Bcin08g03530	15037	14962	13402	22737	20482	17303
gene:Bcin08g03540	3491	4234	3102	2809	2663	2399
gene:Bcin08g03550	261	251	227	355	790	536
gene:Bcin08g03560	6	1	5	8	17	14
gene:Bcin08g03570	1	6	6	7	9	13
gene:Bcin08g03580	0	0	0	0	0	0
gene:Bcin08g03590	0	0	0	0	0	0
gene:Bcin08g03600	0	0	1	1	1	0
gene:Bcin08g03610	3659	4001	3787	7414	7926	6331
gene:Bcin08g03620	1285	1667	1081	1472	1909	1276
gene:Bcin08g03630	1590	1731	1479	1065	891	840
gene:Bcin08g03640	1317	1548	1129	1529	1824	1326
gene:Bcin08g03650	836	957	653	932	863	766
gene:Bcin08g03660	707	801	574	699	620	459
gene:Bcin08g03670	283	318	244	801	769	362
gene:Bcin08g03680	32	40	44	464	583	351
gene:Bcin08g03690	403	442	335	563	423	291
gene:Bcin08g03700	13980	16043	14952	9543	8334	6758
gene:Bcin08g03710	2559	2524	2535	5054	3467	3057
gene:Bcin08g03720	130	171	114	322	162	186
gene:Bcin08g03730	675	667	760	2180	2193	1465
gene:Bcin08g03740	2801	3731	2959	917	1214	773
gene:Bcin08g03750	14	23	12	21	22	21
gene:Bcin08g03760	37	48	28	60	23	25
gene:Bcin08g03770	979	1237	1003	1436	1263	1042
gene:Bcin08g03780	2697	3223	2367	1725	1509	1268
gene:Bcin08g03790	423	486	455	572	528	399
gene:Bcin08g03800	4	7	8	12	9	8
gene:Bcin08g03810	8	8	5	18	11	9
gene:Bcin08g03820	1122	1096	788	119	152	118
gene:Bcin08g03830	141	202	59	3	1	1
gene:Bcin08g03840	613	853	302	13	15	12
gene:Bcin08g03850	28	36	7	3	1	0
gene:Bcin08g03880	32	31	15	13	19	9
gene:Bcin08g03890	256	318	230	268	263	196
gene:Bcin08g03900	68	63	54	81	61	37
gene:Bcin08g03910	594	581	567	324	484	274
gene:Bcin08g03920	2	1	2	2	1	4
gene:Bcin08g03930	480	619	518	566	544	422
gene:Bcin08g03940	19	38	29	49	38	19
gene:Bcin08g03950	188	209	176	155	130	117
gene:Bcin08g03960	2047	2427	1714	1718	1905	1753
gene:Bcin08g03970	600	777	606	558	346	311
gene:EFBcG00000013219	0	0	0	0	0	0
gene:ENSRNA049535867	0	0	0	0	0	0
gene:Bcin08g03980	1511	1906	1095	573	404	389
gene:Bcin08g03990	730	790	748	964	811	643
gene:Bcin08g04000	3606	3423	3405	4708	4443	2707
gene:Bcin08g04010	1066	1233	1038	1615	1434	1357
gene:Bcin08g04020	1643	1432	1158	527	636	379
gene:Bcin08g04030	1342	1297	930	858	677	563
gene:Bcin08g04040	13	7	7	9	19	5
gene:Bcin08g04050	108	90	67	241	239	155
gene:Bcin08g04060	1729	1311	1282	478	332	324
gene:Bcin08g04070	2877	1844	2097	680	615	558
gene:Bcin08g04080	2083	2535	1919	1727	1354	1188
gene:Bcin08g04090	34	39	23	17	41	25
gene:Bcin08g04100	2	8	1	12	5	4
gene:Bcin08g04110	4	4	1	9	4	5
gene:Bcin08g04120	743	790	607	515	440	360
gene:Bcin08g04130	1541	1630	1492	1456	1401	1198
gene:Bcin08g04140	1025	1279	1072	649	655	548
gene:Bcin08g04150	2066	2125	1400	1651	1256	1061
gene:Bcin08g04160	201	259	202	430	303	252
gene:Bcin08g04170	4195	4594	3344	3504	3381	2626
gene:Bcin08g04180	704	740	809	697	685	692
gene:Bcin08g04190	453	553	442	596	435	442
gene:Bcin08g04200	1559	1712	1466	1882	1510	1376
gene:Bcin08g04210	556	673	490	491	504	428
gene:Bcin08g04220	674	705	545	412	594	356
gene:Bcin08g04230	27	24	16	25	16	17
gene:Bcin08g04240	366	425	284	430	441	362
gene:Bcin08g04250	40	49	54	64	48	34
gene:Bcin08g04260	279	296	231	214	192	174
gene:Bcin08g04270	842	763	556	857	576	517
gene:Bcin08g04280	15	22	16	29	32	23
gene:Bcin08g04290	3497	4532	3332	5989	6472	4778
gene:Bcin08g04300	1355	1697	1239	1301	1238	997
gene:Bcin08g04310	13	12	8	13	16	7
gene:Bcin08g04320	20	23	14	4	16	7
gene:EFBcG00000013181	0	0	0	0	0	0
gene:ENSRNA049535945	0	0	0	0	0	0
gene:Bcin08g04330	103	107	97	116	91	104
gene:Bcin08g04340	132	136	106	118	80	96
gene:Bcin08g04350	70	56	52	89	74	71
gene:Bcin08g04360	1069	1307	866	590	437	511
gene:Bcin08g04370	427	543	369	496	405	417
gene:Bcin08g04380	982	1261	841	1447	1237	1136
gene:Bcin08g04390	393	464	363	329	316	282
gene:Bcin08g04400	0	3	3	2	1	0
gene:Bcin08g04410	14	13	21	1	6	8
gene:Bcin08g04420	542	684	554	998	731	653
gene:Bcin08g04430	356	429	356	182	111	138
gene:Bcin08g04440	630	823	677	805	610	576
gene:Bcin08g04450	589	677	545	335	241	253
gene:Bcin08g04460	61	76	57	130	178	161
gene:Bcin08g04470	609	708	556	958	884	574
gene:Bcin08g04480	1139	1323	1084	1285	1086	849
gene:Bcin08g04490	250	310	254	406	406	316
gene:Bcin08g04500	1416	1487	1354	1696	1234	1009
gene:Bcin08g04510	838	962	630	567	380	350
gene:Bcin08g04520	209	279	151	145	166	123
gene:Bcin08g04530	922	1104	796	1379	1323	1034
gene:Bcin08g04540	5910	6381	5788	7102	6221	5588
gene:Bcin08g04550	75	59	51	81	64	34
gene:Bcin08g04560	920	883	935	939	866	622
gene:Bcin08g04570	925	1075	961	1094	866	630
gene:Bcin08g04580	4	8	2	2	1	2
gene:Bcin08g04590	2522	2179	1754	22	18	21
gene:Bcin08g04600	673	857	1025	38	18	30
gene:Bcin08g04610	99	123	83	294	180	168
gene:Bcin08g04620	0	1	1	3	2	2
gene:Bcin08g04630	51	33	47	17	20	4
gene:Bcin08g04640	16	12	6	12	8	17
gene:Bcin08g04650	1183	1355	1295	1235	938	749
gene:Bcin08g04660	254	231	150	274	200	175
gene:Bcin08g04670	494	518	510	808	489	503
gene:Bcin08g04680	207	244	183	237	173	140
gene:Bcin08g04690	11	17	23	17	11	14
gene:Bcin08g04700	249	263	209	153	332	163
gene:Bcin08g04710	749	868	542	409	296	269
gene:Bcin08g04720	8	12	11	20	27	15
gene:ENSRNA049513547	0	0	0	0	0	0
gene:EFBcG00000013103	0	0	0	0	0	0
gene:ENSRNA049513517	1	0	0	2	1	0
gene:Bcin08g04730	5116	6023	4323	1942	1501	1307
gene:Bcin08g04740	76	70	57	64	37	30
gene:Bcin08g04750	303	365	310	471	248	280
gene:Bcin08g04760	437	490	426	375	335	248
gene:Bcin08g04770	639	726	666	1196	895	701
gene:Bcin08g04780	3003	3497	2707	4727	7129	4406
gene:Bcin08g04790	10	14	7	13	16	11
gene:Bcin08g04800	3	4	7	3	4	7
gene:Bcin08g04810	589	637	527	1213	1364	951
gene:Bcin08g04820	145	146	104	234	278	164
gene:Bcin08g04830	7489	6763	6445	3879	5629	3146
gene:Bcin08g04840	241	302	276	1419	962	652
gene:Bcin08g04850	2034	2367	2302	2593	3003	1844
gene:Bcin08g04860	514	635	552	497	503	339
gene:Bcin08g04870	277	321	231	305	253	250
gene:Bcin08g04880	51	38	49	61	109	54
gene:Bcin08g04890	1392	1406	1239	1312	1612	684
gene:Bcin08g04900	135	140	92	101	60	60
gene:Bcin08g04910	4121	4393	3519	45	17	20
gene:Bcin08g04920	275	308	258	33	12	10
gene:Bcin08g04930	37	49	41	232	94	70
gene:Bcin08g04940	109	108	103	341	180	160
gene:Bcin08g04950	630	693	584	616	586	410
